0,left,25000,fit,1525,lates,201,expired,0,imbalance,104,low,0,med,0,high,0
DataSet,801,Constraints,0,run,0,fit,1525,lates,201,expired,0,imbalance,104,low,0,med,0,high,0,Evals,250,MiilsEval,1.872,elapsed,468
Plan by week / day 
Week , Day , Driver ID ,Group,Duty,Expiry Week, Final Year
3,2, 1985,EBT,1,3,true	ON LATE DUTY!
3,3,  633,CEN,2,6,false
3,3,  642,CEN,1,6,true	ON LATE DUTY!
3,3,  660,CEN,2,37,false
3,3,  664,CEN,1,4,true	ON LATE DUTY!
3,3, 1283,LON,2,33,false
3,3, 1313,LON,2,19,false
3,3, 1605,LON,2,37,false
3,3, 1696,LCB,2,39,false
3,3, 1801,LCB,1,3,true	ON LATE DUTY!
3,3, 1814,ECB,2,21,false
3,3, 1949,ECB,2,21,false
3,4,    7,OFF,2,2,false
3,4,  114,CEN,2,39,false
3,4,  581,CEN,2,26,false
3,4,  769,CEN,2,35,false
3,4,  852,MAR,2,23,false
3,4,  854,MAR,2,30,false
3,4,  902,MAR,2,5,true
3,4, 1018,MAR,2,10,true
3,4, 1210,MAR,2,13,false
3,4, 1344,LON,2,27,true
3,4, 1902,ECB,1,20,true	ON LATE DUTY!
3,5,  124,CEN,2,15,false
3,5,  388,CEN,1,17,true	ON LATE DUTY!
3,5,  396,CEN,2,9,false
3,5,  675,CEN,1,23,true	ON LATE DUTY!
3,5, 1092,MAR,1,4,true	ON LATE DUTY!
3,5, 1374,LON,2,3,false
3,5, 1490,LON,2,26,false
3,5, 1607,LON,2,5,true
3,5, 1751,LCB,1,4,true	ON LATE DUTY!
3,5, 1756,LCB,2,26,false
4,1,  167,CEN,1,18,true	ON LATE DUTY!
4,1,  350,CEN,2,7,true
4,1,  427,CEN,2,24,false
4,1,  459,CEN,2,27,true
4,1,  963,MAR,2,15,true
4,1, 1146,MAR,2,32,true
4,1, 1161,MAR,2,8,false
4,1, 1191,MAR,1,10,true	ON LATE DUTY!
4,1, 1359,LON,2,22,true
4,1, 1471,LON,2,12,false
4,1, 1765,LCB,2,11,false
4,1, 1960,EBT,2,26,false
4,2,    3,OFF,1,13,true	ON LATE DUTY!
4,2,  258,CEN,2,19,false
4,2,  367,CEN,2,31,false
4,2,  638,CEN,2,12,true
4,2,  708,CEN,2,34,false
4,2,  820,CEN,2,21,false
4,2,  877,MAR,2,33,false
4,2, 1003,MAR,2,29,false
4,2, 1131,MAR,2,3,false
4,2, 1380,LON,2,11,false
4,2, 1535,LON,2,3,false
4,2, 1566,LON,2,18,false
4,3,  136,CEN,2,34,true
4,3,  227,CEN,2,6,true
4,3,  244,CEN,2,25,false
4,3,  558,CEN,2,23,false
4,3,  657,CEN,2,17,false
4,3,  691,CEN,1,39,true	ON LATE DUTY!
4,3, 1140,MAR,1,6,true	ON LATE DUTY!
4,3, 1243,LON,2,25,false
4,3, 1417,LON,2,25,false
4,3, 1509,LON,2,39,false
4,4,   12,OFF,1,5,true	ON LATE DUTY!
4,4,  140,CEN,2,19,false
4,4,  274,CEN,2,9,false
4,4,  437,CEN,1,19,true	ON LATE DUTY!
4,4,  482,CEN,2,12,false
4,4,  514,CEN,2,8,true
4,4, 1208,MAR,1,9,true	ON LATE DUTY!
4,4, 1269,LON,1,23,true	ON LATE DUTY!
4,4, 1939,ECB,2,10,true
4,5,   14,OFF,2,15,false
4,5,   80,CEN,2,3,false
4,5,  122,CEN,2,9,false
4,5,  327,CEN,2,19,false
4,5,  343,CEN,2,22,false
4,5,  400,CEN,2,19,false
4,5,  619,CEN,1,5,true	ON LATE DUTY!
4,5,  643,CEN,2,5,true
4,5,  802,CEN,2,9,false
4,5,  926,MAR,2,13,false
4,5, 1579,LON,2,35,false
4,5, 1875,ECB,2,34,false
5,1,  376,CEN,2,25,false
5,1,  575,CEN,1,30,true	ON LATE DUTY!
5,1,  624,CEN,2,5,false
5,1,  930,MAR,2,8,true
5,1,  998,MAR,2,8,true
5,1, 1028,MAR,2,29,false
5,1, 1379,LON,2,12,false
5,1, 1477,LON,2,10,true
5,1, 1581,LON,2,39,false
5,1, 1625,LON,2,10,true
5,2,  161,CEN,2,25,false
5,2,  455,CEN,2,6,false
5,2,  565,CEN,1,11,true	ON LATE DUTY!
5,2,  680,CEN,2,26,false
5,2, 1024,MAR,2,22,true
5,2, 1121,MAR,1,11,true	ON LATE DUTY!
5,2, 1142,MAR,2,20,true
5,2, 1143,MAR,2,7,false
5,2, 1427,LON,2,4,false
5,2, 1447,LON,2,5,false
5,2, 1543,LON,2,16,false
5,3,  117,CEN,2,39,false
5,3,  526,CEN,2,12,false
5,3,  591,CEN,2,10,false
5,3,  613,CEN,1,32,true	ON LATE DUTY!
5,3,  887,MAR,2,38,false
5,3,  962,MAR,2,3,false
5,3, 1011,MAR,2,25,false
5,3, 1093,MAR,2,33,false
5,3, 1670,LON,2,17,false
5,3, 1728,LCB,1,5,true	ON LATE DUTY!
5,3, 1905,ECB,1,35,true	ON LATE DUTY!
5,4,  162,CEN,2,7,false
5,4,  640,CEN,2,19,false
5,4,  846,MAR,2,18,false
5,4,  869,MAR,2,15,true
5,4,  890,MAR,2,3,false
5,4,  995,MAR,2,5,true
5,4, 1177,MAR,2,9,false
5,4, 1327,LON,1,9,true	ON LATE DUTY!
5,4, 1565,LON,1,8,true	ON LATE DUTY!
5,4, 1693,LCB,2,6,true
5,4, 1792,LCB,2,6,false
5,5,  305,CEN,1,21,true	ON LATE DUTY!
5,5,  342,CEN,2,23,true
5,5,  429,CEN,1,20,true	ON LATE DUTY!
5,5,  475,CEN,2,31,true
5,5,  953,MAR,2,2,false
5,5, 1392,LON,1,8,true	ON LATE DUTY!
5,5, 1400,LON,2,11,false
5,5, 1495,LON,2,15,true
5,5, 1706,LCB,1,5,true	ON LATE DUTY!
5,5, 1933,ECB,2,7,true
6,1,   75,CEN,2,13,false
6,1,  195,CEN,2,26,false
6,1,  621,CEN,2,27,true
6,1,  870,MAR,1,10,true	ON LATE DUTY!
6,1,  973,MAR,2,35,false
6,1, 1139,MAR,2,27,false
6,1, 1353,LON,2,16,false
6,1, 1514,LON,2,9,false
6,1, 1820,ECB,2,2,false
6,1, 1858,ECB,2,2,false
6,2,    6,OFF,2,23,false
6,2,  873,MAR,2,30,true
6,2,  897,MAR,2,13,true
6,2,  974,MAR,1,14,true	ON LATE DUTY!
6,2,  986,MAR,2,29,false
6,2, 1481,LON,2,13,true
6,2, 1817,ECB,2,32,false
6,2, 1938,ECB,2,28,false
6,3,  753,CEN,2,3,false
6,3,  817,CEN,2,24,false
6,3,  980,MAR,2,36,false
6,3,  981,MAR,2,26,true
6,3, 1124,MAR,2,9,false
6,3, 1453,LON,2,17,true
6,3, 1510,LON,2,4,false
6,3, 1539,LON,2,7,false
6,3, 1589,LON,2,16,true
6,3, 1972,EBT,2,8,false
6,3, 1977,EBT,1,6,true	ON LATE DUTY!
6,4,  150,CEN,1,14,true	ON LATE DUTY!
6,4,  234,CEN,2,36,true
6,4,  425,CEN,2,6,true
6,4, 1548,LON,2,33,false
6,4, 1549,LON,1,10,true	ON LATE DUTY!
6,4, 1688,LCB,2,17,true
6,4, 1769,LCB,2,8,false
6,4, 1774,LCB,2,12,false
6,4, 1864,ECB,2,8,false
6,5,  149,CEN,1,23,true	ON LATE DUTY!
6,5,  723,CEN,2,16,true
6,5,  797,CEN,2,21,false
6,5,  803,CEN,2,39,false
6,5,  919,MAR,2,16,false
6,5, 1060,MAR,2,11,true
6,5, 1276,LON,1,10,true	ON LATE DUTY!
6,5, 1408,LON,2,28,false
6,5, 1493,LON,2,19,false
6,5, 1739,LCB,2,28,false
6,5, 1747,LCB,1,22,true	ON LATE DUTY!
6,5, 1815,ECB,2,9,false
7,1,   89,CEN,1,18,true	ON LATE DUTY!
7,1,  100,CEN,2,30,false
7,1,  131,CEN,2,34,false
7,1,  197,CEN,1,9,true	ON LATE DUTY!
7,1,  447,CEN,2,32,false
7,1,  690,CEN,1,11,true	ON LATE DUTY!
7,1,  721,CEN,2,11,false
7,1, 1081,MAR,2,8,true
7,1, 1147,MAR,2,9,true
7,1, 1708,LCB,2,22,false
7,1, 1959,EBT,2,6,false
7,1, 1994,EBT,2,30,false
7,2,  103,CEN,2,11,true
7,2,  142,CEN,2,12,false
7,2,  163,CEN,2,5,false
7,2,  183,CEN,1,23,true	ON LATE DUTY!
7,2,  249,CEN,2,27,true
7,2,  269,CEN,2,20,false
7,2,  631,CEN,2,17,true
7,2,  686,CEN,2,26,false
7,2, 1070,MAR,2,23,false
7,2, 1204,MAR,2,22,false
7,2, 1261,LON,1,32,true	ON LATE DUTY!
7,2, 1832,ECB,2,36,false
7,3,   48,OFF,2,26,false
7,3,   88,CEN,2,6,false
7,3,  170,CEN,1,21,true	ON LATE DUTY!
7,3,  243,CEN,1,34,true	ON LATE DUTY!
7,3,  338,CEN,2,14,false
7,3,  477,CEN,2,19,false
7,3,  739,CEN,2,16,false
7,3,  809,CEN,2,19,false
7,3,  840,MAR,2,11,false
7,3,  889,MAR,2,30,false
7,3, 1120,MAR,2,36,false
7,3, 1603,LON,2,14,false
7,4,    9,OFF,2,6,false
7,4,  215,CEN,2,25,false
7,4,  603,CEN,2,30,false
7,4,  829,MAR,2,7,true
7,4,  895,MAR,1,12,true	ON LATE DUTY!
7,4, 1220,MAR,2,34,false
7,4, 1707,LCB,2,22,false
7,4, 1809,LCB,2,19,true
7,4, 1825,ECB,2,16,true
7,4, 1842,ECB,2,26,false
7,4, 1990,EBT,2,32,false
7,5,  111,CEN,1,11,true	ON LATE DUTY!
7,5,  271,CEN,2,27,false
7,5,  293,CEN,2,7,false
7,5,  935,MAR,2,16,false
7,5, 1179,MAR,2,8,true
7,5, 1180,MAR,2,17,false
7,5, 1422,LON,2,34,false
7,5, 1638,LON,2,38,false
7,5, 1953,ECB,2,15,false
8,1,  145,CEN,2,7,false
8,1,  217,CEN,2,9,false
8,1,  239,CEN,2,26,false
8,1,  858,MAR,2,29,false
8,1,  868,MAR,2,17,false
8,1,  874,MAR,2,31,false
8,1, 1169,MAR,2,34,false
8,1, 1284,LON,1,11,true	ON LATE DUTY!
8,1, 1350,LON,2,15,false
8,1, 1526,LON,2,8,true
8,1, 1529,LON,2,6,false
8,1, 1971,EBT,1,24,true	ON LATE DUTY!
8,2,   36,OFF,2,33,false
8,2,  173,CEN,2,36,false
8,2,  430,CEN,2,5,false
8,2,  466,CEN,2,24,false
8,2,  508,CEN,2,29,true
8,2,  585,CEN,2,8,false
8,2,  628,CEN,2,6,false
8,2,  792,CEN,2,16,true
8,2,  961,MAR,2,12,true
8,2, 1324,LON,1,22,true	ON LATE DUTY!
8,2, 1434,LON,2,34,false
8,2, 1866,ECB,2,32,false
8,3,  264,CEN,2,32,true
8,3,  431,CEN,2,24,false
8,3,  449,CEN,2,16,true
8,3,  519,CEN,2,12,true
8,3,  582,CEN,2,34,false
8,3,  622,CEN,2,30,false
8,3, 1029,MAR,2,22,false
8,3, 1461,LON,2,36,false
8,3, 1642,LON,2,20,false
8,3, 1786,LCB,2,8,true
8,3, 1890,ECB,2,39,false
8,4,    4,OFF,2,39,false
8,4,  256,CEN,2,23,false
8,4,  412,CEN,2,9,true
8,4,  489,CEN,2,27,false
8,4,  738,CEN,2,32,false
8,4, 1378,LON,1,11,true	ON LATE DUTY!
8,4, 1534,LON,2,30,false
8,4, 1623,LON,2,5,false
8,4, 1665,LON,2,38,false
8,4, 1712,LCB,2,9,false
8,4, 1744,LCB,2,23,false
8,4, 1924,ECB,2,5,false
8,5,   85,CEN,2,29,false
8,5,  463,CEN,2,29,false
8,5,  859,MAR,2,38,false
8,5,  883,MAR,2,17,false
8,5, 1056,MAR,2,12,false
8,5, 1182,MAR,2,33,false
8,5, 1229,LON,2,33,false
8,5, 1242,LON,2,3,false
8,5, 1290,LON,2,11,true
8,5, 1322,LON,2,8,false
8,5, 1944,ECB,2,12,false
9,1,   76,CEN,1,20,true	ON LATE DUTY!
9,1,  193,CEN,2,5,false
9,1,  994,MAR,2,29,true
9,1, 1010,MAR,2,33,false
9,1, 1306,LON,2,38,false
9,1, 1616,LON,2,15,false
9,1, 1893,ECB,1,31,true	ON LATE DUTY!
9,1, 1896,ECB,2,9,true
9,2,  222,CEN,2,13,false
9,2,  634,CEN,2,38,false
9,2,  740,CEN,2,31,false
9,2,  742,CEN,2,33,false
9,2,  743,CEN,2,17,false
9,2, 1122,MAR,1,22,true	ON LATE DUTY!
9,2, 1188,MAR,2,36,false
9,2, 1234,LON,2,21,false
9,2, 1280,LON,2,28,true
9,2, 1542,LON,2,10,false
9,2, 1569,LON,2,34,false
9,3,  185,CEN,2,9,true
9,3,  355,CEN,2,14,false
9,3,  492,CEN,2,29,true
9,3,  598,CEN,2,34,false
9,3,  606,CEN,2,20,false
9,3, 1252,LON,2,11,false
9,3, 1262,LON,2,22,false
9,3, 1377,LON,2,35,false
9,3, 1428,LON,2,10,false
9,3, 1854,ECB,2,13,false
9,4,  228,CEN,2,23,false
9,4,  790,CEN,2,33,true
9,4,  861,MAR,2,21,false
9,4, 1258,LON,2,20,false
9,4, 1293,LON,1,30,true	ON LATE DUTY!
9,4, 1435,LON,2,26,false
9,4, 1519,LON,2,25,false
9,4, 1660,LON,2,28,false
9,5,  369,CEN,2,26,false
9,5,  497,CEN,2,13,false
9,5,  556,CEN,2,17,false
9,5,  788,CEN,2,10,true
9,5,  951,MAR,2,9,false
9,5, 1112,MAR,2,9,false
9,5, 1134,MAR,2,10,false
9,5, 1157,MAR,2,39,false
9,5, 1315,LON,1,15,true	ON LATE DUTY!
9,5, 1759,LCB,2,22,true
10,1,  422,CEN,2,35,false
10,1,  464,CEN,2,20,false
10,1,  595,CEN,2,14,false
10,1,  828,MAR,2,32,false
10,1, 1096,MAR,2,21,false
10,1, 1114,MAR,2,14,false
10,1, 1317,LON,2,12,true
10,1, 1436,LON,2,37,false
10,1, 1849,ECB,2,35,false
10,2,  313,CEN,2,34,false
10,2,  528,CEN,1,18,true	ON LATE DUTY!
10,2,  604,CEN,2,4,false
10,2,  623,CEN,2,15,false
10,2,  749,CEN,2,17,false
10,2,  801,CEN,2,14,false
10,2,  843,MAR,2,35,false
10,2, 1098,MAR,2,12,false
10,2, 1396,LON,2,27,true
10,2, 1644,LON,1,29,true	ON LATE DUTY!
10,3,  107,CEN,2,13,true
10,3,  409,CEN,2,25,false
10,3,  421,CEN,2,14,false
10,3,  485,CEN,2,16,false
10,3,  584,CEN,2,12,false
10,3,  898,MAR,2,26,false
10,3, 1116,MAR,2,1,false
10,3, 1181,MAR,2,2,false
10,3, 1537,LON,2,15,false
10,3, 1659,LON,2,7,false
10,4,   95,CEN,1,12,true	ON LATE DUTY!
10,4,  181,CEN,2,25,true
10,4,  353,CEN,2,21,false
10,4,  370,CEN,2,25,false
10,4,  515,CEN,2,23,false
10,4,  713,CEN,2,32,false
10,4, 1255,LON,2,22,false
10,4, 1308,LON,2,12,false
10,4, 1540,LON,2,19,false
10,4, 1698,LCB,2,25,false
10,4, 1800,LCB,2,26,false
10,5,   74,CEN,2,19,false
10,5,  127,CEN,2,38,false
10,5,  472,CEN,2,21,false
10,5,  512,CEN,2,11,true
10,5,  795,CEN,1,36,true	ON LATE DUTY!
10,5, 1061,MAR,2,17,false
10,5, 1652,LON,1,12,true	ON LATE DUTY!
10,5, 1799,LCB,2,10,true
10,5, 1848,ECB,2,15,false
10,5, 1984,EBT,2,7,false
11,1,  134,CEN,2,21,false
11,1,  627,CEN,1,11,true	ON LATE DUTY!
11,1,  694,CEN,2,10,false
11,1,  709,CEN,2,36,true
11,1,  856,MAR,2,16,false
11,1,  906,MAR,2,30,false
11,1,  945,MAR,2,18,false
11,1,  958,MAR,2,18,false
11,1, 1300,LON,2,30,false
11,1, 1641,LON,2,27,false
11,1, 1726,LCB,2,25,false
11,2,  158,CEN,2,19,true
11,2,  223,CEN,1,26,true	ON LATE DUTY!
11,2,  617,CEN,2,10,false
11,2,  676,CEN,2,12,true
11,2,  689,CEN,2,31,false
11,2,  837,MAR,2,17,false
11,2,  879,MAR,2,26,true
11,2,  965,MAR,2,18,false
11,2,  972,MAR,2,34,false
11,2, 1614,LON,2,5,false
11,2, 1791,LCB,2,1,false
11,3,  543,CEN,2,7,false
11,3,  544,CEN,2,19,false
11,3,  553,CEN,2,23,false
11,3,  554,CEN,2,34,false
11,3,  555,CEN,1,17,true	ON LATE DUTY!
11,3,  807,CEN,2,23,false
11,3,  969,MAR,2,10,false
11,3, 1150,MAR,2,13,false
11,3, 1388,LON,2,11,true
11,3, 1784,LCB,2,26,false
11,3, 1903,ECB,2,11,false
11,4,   16,OFF,2,5,false
11,4,   21,OFF,2,22,false
11,4,   93,CEN,2,18,true
11,4,  294,CEN,2,24,true
11,4,  359,CEN,2,11,true
11,4,  383,CEN,1,17,true	ON LATE DUTY!
11,4,  816,CEN,2,28,false
11,4,  976,MAR,2,36,false
11,4, 1105,MAR,2,36,false
11,4, 1790,LCB,2,13,false
11,5,   17,OFF,2,33,true
11,5,   41,OFF,2,12,false
11,5,  248,CEN,2,11,true
11,5,  435,CEN,2,25,false
11,5, 1002,MAR,2,15,false
11,5, 1071,MAR,2,24,false
11,5, 1141,MAR,2,25,true
11,5, 1263,LON,2,25,false
11,5, 1267,LON,2,36,false
11,5, 1777,LCB,1,38,true	ON LATE DUTY!
11,5, 1911,ECB,2,24,false
11,5, 1916,ECB,1,31,true	ON LATE DUTY!
12,1,  209,CEN,2,27,false
12,1,  235,CEN,1,33,true	ON LATE DUTY!
12,1,  517,CEN,2,5,false
12,1,  705,CEN,2,2,false
12,1,  735,CEN,2,16,false
12,1,  826,MAR,1,20,true	ON LATE DUTY!
12,1,  830,MAR,1,32,true	ON LATE DUTY!
12,1, 1254,LON,2,21,true
12,1, 1279,LON,2,18,true
12,1, 1568,LON,1,23,true	ON LATE DUTY!
12,2,  169,CEN,2,37,false
12,2,  182,CEN,2,36,true
12,2,  331,CEN,2,39,false
12,2,  436,CEN,2,22,false
12,2,  669,CEN,2,2,false
12,2,  783,CEN,2,4,false
12,2,  819,CEN,1,29,true	ON LATE DUTY!
12,2, 1219,MAR,2,37,true
12,2, 1221,MAR,1,26,true	ON LATE DUTY!
12,2, 1383,LON,1,26,true	ON LATE DUTY!
12,2, 1601,LON,2,18,false
12,3,   82,CEN,2,32,false
12,3,  204,CEN,2,24,false
12,3,  542,CEN,1,25,true	ON LATE DUTY!
12,3, 1076,MAR,2,13,false
12,3, 1163,MAR,2,7,false
12,3, 1381,LON,2,35,false
12,3, 1415,LON,2,33,false
12,3, 1506,LON,2,6,false
12,3, 1676,LCB,2,22,false
12,3, 1950,ECB,2,30,false
12,3, 1987,EBT,2,22,false
12,4,  213,CEN,2,38,true
12,4,  560,CEN,2,11,false
12,4,  602,CEN,1,35,true	ON LATE DUTY!
12,4,  772,CEN,2,12,true
12,4, 1067,MAR,2,36,false
12,4, 1149,MAR,2,12,false
12,4, 1198,MAR,2,8,false
12,4, 1238,LON,2,35,false
12,4, 1429,LON,2,1,false
12,4, 1587,LON,2,13,true
12,5,  403,CEN,2,39,false
12,5,  546,CEN,1,19,true	ON LATE DUTY!
12,5,  579,CEN,2,38,false
12,5,  601,CEN,2,9,false
12,5,  692,CEN,2,29,true
12,5, 1034,MAR,2,16,false
12,5, 1080,MAR,2,35,false
12,5, 1125,MAR,2,24,false
12,5, 1201,MAR,2,21,false
12,5, 1654,LON,2,12,true
13,1,  128,CEN,2,17,false
13,1,  129,CEN,2,25,false
13,1,  138,CEN,2,1,false
13,1,  253,CEN,2,23,false
13,1, 1297,LON,2,30,false
13,1, 1362,LON,1,26,true	ON LATE DUTY!
13,1, 1386,LON,2,8,false
13,1, 1620,LON,2,16,true
13,1, 1626,LON,2,20,false
13,2,  324,CEN,1,15,true	ON LATE DUTY!
13,2,  493,CEN,2,8,false
13,2,  586,CEN,2,20,false
13,2,  618,CEN,2,6,false
13,2, 1189,MAR,2,24,false
13,2, 1552,LON,2,35,false
13,2, 1592,LON,2,13,false
13,2, 1958,EBT,2,18,false
13,3,   68,LMC,2,33,false
13,3,  225,CEN,2,3,false
13,3,  231,CEN,2,4,false
13,3,  279,CEN,2,35,false
13,3,  285,CEN,2,27,false
13,3,  484,CEN,2,17,false
13,3,  494,CEN,2,26,false
13,3, 1286,LON,2,2,false
13,3, 1346,LON,2,23,false
13,3, 1478,LON,1,19,true	ON LATE DUTY!
13,3, 1560,LON,1,28,true	ON LATE DUTY!
13,3, 1586,LON,2,16,false
13,4,  105,CEN,2,4,false
13,4,  444,CEN,2,11,false
13,4,  746,CEN,2,31,false
13,4,  966,MAR,1,22,true	ON LATE DUTY!
13,4, 1115,MAR,2,19,false
13,4, 1167,MAR,2,5,false
13,4, 1409,LON,2,29,true
13,4, 1703,LCB,2,6,false
13,4, 1714,LCB,2,2,false
13,4, 1851,ECB,2,32,false
13,5,  500,CEN,2,2,false
13,5,  596,CEN,2,8,false
13,5,  651,CEN,2,26,false
13,5,  731,CEN,2,7,false
13,5, 1026,MAR,2,37,false
13,5, 1574,LON,2,11,false
13,5, 1612,LON,2,28,false
13,5, 1719,LCB,2,15,true
13,5, 1860,ECB,2,21,true
13,5, 1943,ECB,2,21,false
13,5, 1988,EBT,1,15,true	ON LATE DUTY!
14,1,    1,OFF,2,4,false
14,1,  448,CEN,2,21,false
14,1,  490,CEN,2,14,true
14,1,  533,CEN,2,19,false
14,1,  538,CEN,2,16,false
14,1,  727,CEN,1,24,true	ON LATE DUTY!
14,1,  789,CEN,2,26,false
14,1, 1049,MAR,1,36,true	ON LATE DUTY!
14,1, 1183,MAR,1,24,true	ON LATE DUTY!
14,1, 1278,LON,2,19,true
14,1, 1884,ECB,2,29,false
14,2,  261,CEN,2,10,false
14,2,  272,CEN,2,13,false
14,2,  401,CEN,2,35,false
14,2,  518,CEN,2,3,false
14,2,  777,CEN,2,18,false
14,2,  793,CEN,2,10,false
14,2,  955,MAR,1,29,true	ON LATE DUTY!
14,2, 1636,LON,2,21,false
14,2, 1982,EBT,2,26,false
14,3,   52,LMC,2,36,false
14,3,  240,CEN,2,20,false
14,3,  552,CEN,2,30,false
14,3, 1005,MAR,2,15,false
14,3, 1037,MAR,2,22,true
14,3, 1047,MAR,2,17,false
14,3, 1336,LON,1,25,true	ON LATE DUTY!
14,3, 1387,LON,2,38,false
14,3, 1651,LON,2,16,false
14,3, 1788,LCB,2,26,false
14,3, 1946,ECB,2,19,false
14,3, 1983,EBT,2,10,false
14,4,   27,OFF,2,11,false
14,4,   67,LMC,2,4,false
14,4,  137,CEN,1,32,true	ON LATE DUTY!
14,4,  186,CEN,2,29,false
14,4,  645,CEN,2,1,false
14,4,  673,CEN,2,10,false
14,4,  733,CEN,2,22,false
14,4, 1083,MAR,1,33,true	ON LATE DUTY!
14,4, 1773,LCB,2,35,false
14,4, 1797,LCB,2,36,true
14,4, 1871,ECB,2,16,true
14,5,  115,CEN,2,26,true
14,5,  377,CEN,2,15,true
14,5,  397,CEN,2,11,false
14,5,  597,CEN,2,39,true
14,5,  815,CEN,2,7,false
14,5,  987,MAR,2,16,false
14,5, 1173,MAR,2,9,false
14,5, 1423,LON,2,34,false
14,5, 1547,LON,2,5,false
14,5, 1900,ECB,2,14,true
15,1,   86,CEN,2,17,false
15,1,  589,CEN,2,33,false
15,1,  667,CEN,2,26,false
15,1, 1054,MAR,2,7,false
15,1, 1065,MAR,2,23,false
15,1, 1095,MAR,2,23,true
15,1, 1268,LON,2,37,false
15,1, 1345,LON,2,34,true
15,1, 1496,LON,2,13,false
15,1, 1512,LON,1,30,true	ON LATE DUTY!
15,1, 1733,LCB,2,9,false
15,1, 1876,ECB,2,11,false
15,2,  121,CEN,2,24,true
15,2,  141,CEN,2,19,false
15,2,  336,CEN,1,17,true	ON LATE DUTY!
15,2,  386,CEN,2,25,false
15,2,  725,CEN,2,11,false
15,2,  900,MAR,1,39,true	ON LATE DUTY!
15,2, 1597,LON,2,28,false
15,2, 1710,LCB,2,34,true
15,2, 1794,LCB,2,7,false
15,2, 1840,ECB,2,26,false
15,3,  254,CEN,2,7,false
15,3,  588,CEN,2,39,false
15,3,  901,MAR,2,21,false
15,3, 1129,MAR,2,37,false
15,3, 1259,LON,2,24,false
15,3, 1467,LON,1,36,true	ON LATE DUTY!
15,3, 1874,ECB,2,7,false
15,3, 2003,EBT,2,10,false
15,4,  147,CEN,2,25,false
15,4,  168,CEN,2,38,false
15,4,  246,CEN,2,33,false
15,4,  662,CEN,2,36,false
15,4,  875,MAR,2,20,false
15,4,  911,MAR,2,19,false
15,4, 1295,LON,2,9,false
15,4, 1299,LON,2,39,false
15,4, 1502,LON,2,5,false
15,4, 1691,LCB,2,31,false
15,5,   99,CEN,2,12,false
15,5,  423,CEN,2,16,false
15,5,  483,CEN,1,20,true	ON LATE DUTY!
15,5,  501,CEN,2,5,false
15,5,  665,CEN,2,32,false
15,5,  847,MAR,2,35,false
15,5, 1515,LON,2,24,false
15,5, 1544,LON,2,33,false
15,5, 1598,LON,2,20,false
15,5, 1952,ECB,2,12,false
15,5, 1962,EBT,2,21,false
16,1,  307,CEN,2,1,false
16,1,  341,CEN,2,39,false
16,1,  539,CEN,2,27,false
16,1,  970,MAR,2,17,true
16,1, 1334,LON,2,1,false
16,1, 1573,LON,2,22,true
16,1, 1602,LON,2,6,false
16,1, 1936,ECB,1,21,true	ON LATE DUTY!
16,2,  155,CEN,2,36,false
16,2,  184,CEN,2,14,false
16,2,  257,CEN,2,3,false
16,2,  764,CEN,2,38,false
16,2,  957,MAR,2,30,false
16,2, 1479,LON,2,13,false
16,2, 1532,LON,1,31,true	ON LATE DUTY!
16,2, 1599,LON,2,38,false
16,2, 1834,ECB,2,13,false
16,2, 1964,EBT,2,17,false
16,3,  219,CEN,2,32,false
16,3,  362,CEN,2,1,false
16,3,  384,CEN,2,21,true
16,3,  948,MAR,2,6,false
16,3, 1044,MAR,2,20,true
16,3, 1235,LON,2,13,false
16,3, 1241,LON,2,9,false
16,3, 1593,LON,2,35,false
16,3, 1993,EBT,2,33,false
16,4,   30,OFF,2,21,true
16,4,   50,LMC,2,20,false
16,4,   51,LMC,2,2,false
16,4,  372,CEN,1,33,true	ON LATE DUTY!
16,4,  755,CEN,2,1,false
16,4,  834,MAR,2,16,false
16,4,  999,MAR,2,12,false
16,4, 1311,LON,2,1,false
16,4, 1391,LON,2,5,false
16,4, 1646,LON,2,37,false
16,4, 1700,LCB,2,12,false
16,5,  196,CEN,2,15,false
16,5,  413,CEN,2,17,false
16,5,  496,CEN,2,3,false
16,5,  765,CEN,2,13,false
16,5,  872,MAR,2,17,false
16,5, 1404,LON,1,24,true	ON LATE DUTY!
16,5, 1433,LON,2,10,false
16,5, 1446,LON,1,37,true	ON LATE DUTY!
16,5, 1727,LCB,2,29,false
17,1,  308,CEN,2,35,true
17,1,  534,CEN,2,34,false
17,1,  822,CEN,2,1,false
17,1,  918,MAR,2,35,true
17,1, 1314,LON,2,36,false
17,1, 1609,LON,2,17,false
17,1, 1615,LON,2,39,false
17,1, 1628,LON,2,21,true
17,1, 1750,LCB,2,13,false
17,1, 1855,ECB,2,29,false
17,2,  718,CEN,2,10,false
17,2,  724,CEN,2,28,false
17,2, 1174,MAR,1,28,true	ON LATE DUTY!
17,2, 1563,LON,2,28,false
17,2, 1668,LON,2,32,false
17,2, 1729,LCB,2,17,true
17,2, 1870,ECB,2,23,false
17,2, 1932,ECB,2,33,false
17,3,  192,CEN,2,4,false
17,3,  236,CEN,2,1,false
17,3,  540,CEN,2,38,false
17,3,  592,CEN,2,30,true
17,3,  674,CEN,2,4,false
17,3,  766,CEN,2,27,false
17,3,  806,CEN,2,37,false
17,3,  905,MAR,2,24,false
